"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_001614485.1_ASM161448v1_genomic","GCA_001683595.1_NGF2_genomic","GCA_001891695.1_ASM189169v1_genomic","GCA_001891995.1_ASM189199v1_genomic","GCA_001901445.1_ASM190144v1_genomic","GCA_001911775.1_ASM191177v1_genomic"
"group_1189","","hypothetical protein","6","6","1","63","3862","","","","107","107","107","GCA_001614485_01831","GCA_001683595_00598","GCA_001891695_02337","GCA_001891995_02976","GCA_001901445_03597","GCA_001911775_01533"
"group_1190","","hypothetical protein","6","6","1","63","3845","","","","1436","1436","1436","GCA_001614485_01845","GCA_001683595_00584","GCA_001891695_02322","GCA_001891995_02991","GCA_001901445_03582","GCA_001911775_01549"
"group_1191","","Electron transfer flavoprotein-ubiquinone oxidoreductase","6","6","1","63","3838","","","","1289","1289","1289","GCA_001614485_01852","GCA_001683595_00577","GCA_001891695_02315","GCA_001891995_02998","GCA_001901445_03575","GCA_001911775_01556"
"etfA_2","","Electron transfer flavoprotein subunit alpha","6","6","1","63","3837","","","","938","938","938","GCA_001614485_01853","GCA_001683595_00576","GCA_001891695_02314","GCA_001891995_02999","GCA_001901445_03574","GCA_001911775_01557"
"carD","","Caffeyl-CoA reductase-Etf complex subunit CarD","6","6","1","63","3836","","","","764","764","764","GCA_001614485_01854","GCA_001683595_00575","GCA_001891695_02313","GCA_001891995_03000","GCA_001901445_03573","GCA_001911775_01558"
"ivy","","Inhibitor of vertebrate lysozyme","6","6","1","63","7270","","","","446","473","450","GCA_001614485_01872","GCA_001683595_01522","GCA_001891695_04903","GCA_001891995_01077","GCA_001901445_02092","GCA_001911775_00331"
"mepH_1","","Murein DD-endopeptidase MepH","6","6","1","63","7278","","","","758","773","768","GCA_001614485_01877","GCA_001683595_01527","GCA_001891695_04910","GCA_001891995_01084","GCA_001901445_02099","GCA_001911775_00338"
"flhA_1","","Flagellar biosynthesis protein FlhA","6","6","1","63","7296","","","","1739","2093","1857","GCA_001614485_01878","GCA_001683595_01530","GCA_001891695_04913","GCA_001891995_01087","GCA_001901445_02102","GCA_001911775_00341"
"rtcB_1","","RNA-splicing ligase RtcB","6","6","1","63","7333","","","","1139","1139","1139","GCA_001614485_01882","GCA_001683595_01583","GCA_001891695_04917","GCA_001891995_01091","GCA_001901445_02146","GCA_001911775_00345"
"prfA_1","","Peptide chain release factor 1","6","6","1","63","7334","","","","614","614","614","GCA_001614485_01883","GCA_001683595_01584","GCA_001891695_04918","GCA_001891995_01092","GCA_001901445_02147","GCA_001911775_00346"
"dctR","","HTH-type transcriptional regulator DctR","6","6","1","63","1447","","","","530","530","530","GCA_001614485_01907","GCA_001683595_04601","GCA_001891695_00811","GCA_001891995_03946","GCA_001901445_00927","GCA_001911775_00810"
"uspA","","Universal stress protein A","6","6","1","63","1421","","","","434","500","445","GCA_001614485_01921","GCA_001683595_04591","GCA_001891695_00797","GCA_001891995_03960","GCA_001901445_00913","GCA_001911775_00796"
"arfA","","Alternative ribosome-rescue factor A","6","6","1","63","1197","","","","218","218","218","GCA_001614485_01969","GCA_001683595_00257","GCA_001891695_04538","GCA_001891995_02628","GCA_001901445_00722","GCA_001911775_00603"
"mscL","","Large-conductance mechanosensitive channel","6","6","1","63","1196","","","","410","413","410","GCA_001614485_01970","GCA_001683595_00256","GCA_001891695_04539","GCA_001891995_02629","GCA_001901445_00721","GCA_001911775_00602"
"rsmB","","Ribosomal RNA small subunit methyltransferase B","6","6","1","63","1194","","","","1289","1289","1289","GCA_001614485_01972","GCA_001683595_00254","GCA_001891695_04541","GCA_001891995_02631","GCA_001901445_00719","GCA_001911775_00600"
"fmt","","Methionyl-tRNA formyltransferase","6","6","1","63","1193","","","","947","947","947","GCA_001614485_01973","GCA_001683595_00253","GCA_001891695_04542","GCA_001891995_02632","GCA_001901445_00718","GCA_001911775_00599"
"def","","Peptide deformylase","6","6","1","63","1192","","","","440","509","497","GCA_001614485_01974","GCA_001683595_00252","GCA_001891695_04543","GCA_001891995_02633","GCA_001901445_00717","GCA_001911775_00598"
"group_1218","garP_1","putative galactarate transporter","6","6","1","63","4834","","","","1178","1178","1178","GCA_001614485_01990","GCA_001683595_01246","GCA_001891695_03995","GCA_001891995_00032","GCA_001901445_04210","GCA_001911775_01197"
"dedD","","Cell division protein DedD","6","6","1","63","4781","","","","650","662","660","GCA_001614485_01998","GCA_001683595_01238","GCA_001891695_03987","GCA_001891995_00089","GCA_001901445_04202","GCA_001911775_01143"
"group_1220","","Epimerase family protein","6","6","1","63","4771","","","","893","893","893","GCA_001614485_02008","GCA_001683595_01228","GCA_001891695_03977","GCA_001891995_00099","GCA_001901445_04192","GCA_001911775_01133"
"pta","","Phosphate acetyltransferase","6","6","1","63","4764","","","","758","2144","1913","GCA_001614485_02015","GCA_001683595_01221","GCA_001891695_03970","GCA_001891995_00106","GCA_001901445_04185","GCA_001911775_01126"
"group_1222","","hypothetical protein","6","6","1","63","795","","","","242","242","242","GCA_001614485_02031","GCA_001683595_02394","GCA_001891695_01298","GCA_001891995_02552","GCA_001901445_01480","GCA_001911775_02895"
"dacA","","D-alanyl-D-alanine carboxypeptidase DacA","6","6","1","63","5416","","","","632","1211","1114","GCA_001614485_02046","GCA_001683595_01917","GCA_001891695_04412","GCA_001891995_01862","GCA_001901445_02534","GCA_001911775_04377"
"citG","","2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase","6","6","1","63","5435","","","","878","878","878","GCA_001614485_02064","GCA_001683595_01899","GCA_001891695_04430","GCA_001891995_01880","GCA_001901445_02516","GCA_001911775_04395"
"uspG","","Universal stress protein UP12","6","6","1","63","5441","","","","428","428","428","GCA_001614485_02068","GCA_001683595_01895","GCA_001891695_04436","GCA_001891995_01886","GCA_001901445_02510","GCA_001911775_04401"
"dsbG","","Thiol:disulfide interchange protein DsbG","6","6","1","63","5444","","","","746","746","746","GCA_001614485_02071","GCA_001683595_01892","GCA_001891695_04439","GCA_001891995_01889","GCA_001901445_02507","GCA_001911775_04404"
"cysH_2","","Phosphoadenosine phosphosulfate reductase","6","6","1","63","5447","","","","1220","1220","1220","GCA_001614485_02073","GCA_001683595_01890","GCA_001891695_04441","GCA_001891995_01891","GCA_001901445_02504","GCA_001911775_04406"
"ybdL","","Methionine aminotransferase","6","6","1","63","5449","","","","1160","1160","1160","GCA_001614485_02075","GCA_001683595_01888","GCA_001891695_04443","GCA_001891995_01893","GCA_001901445_02502","GCA_001911775_04408"
"ybdH","","putative oxidoreductase YbdH","6","6","1","63","5450","","","","1088","1088","1088","GCA_001614485_02076","GCA_001683595_01887","GCA_001891695_04444","GCA_001891995_01894","GCA_001901445_02501","GCA_001911775_04409"
"chiQ","","putative lipoprotein ChiQ","6","6","1","63","5863","","","","326","326","326","GCA_001614485_02090","GCA_001683595_01966","GCA_001891695_04365","GCA_001891995_01814","GCA_001901445_02581","GCA_001911775_04325"
"holA","","DNA polymerase III subunit delta","6","6","1","63","5408","","","","1031","1031","1031","GCA_001614485_02122","GCA_001683595_01925","GCA_001891695_04404","GCA_001891995_01854","GCA_001901445_02542","GCA_001911775_04369"
"yegS","","Lipid kinase YegS","6","6","1","63","6489","","","","899","899","899","GCA_001614485_02134","GCA_001683595_01014","GCA_001891695_03770","GCA_001891995_00300","GCA_001901445_03991","GCA_001911775_00970"
"gatB","","PTS system galactitol-specific EIIB component","6","6","1","63","6485","","","","284","284","284","GCA_001614485_02138","GCA_001683595_01018","GCA_001891695_03774","GCA_001891995_00296","GCA_001901445_03995","GCA_001911775_00966"
"yehB_1","","Outer membrane usher protein YehB","6","6","1","63","6467","","","","2480","2480","2480","GCA_001614485_02154","GCA_001683595_01034","GCA_001891695_03790","GCA_001891995_00280","GCA_001901445_04011","GCA_001911775_00945"
"yehC","","putative fimbrial chaperone YehC","6","6","1","63","6466","","","","674","674","674","GCA_001614485_02155","GCA_001683595_01035","GCA_001891695_03791","GCA_001891995_00279","GCA_001901445_04012","GCA_001911775_00944"
"yehD","","putative fimbrial-like protein YehD","6","6","1","63","6465","","","","542","542","542","GCA_001614485_02156","GCA_001683595_01036","GCA_001891695_03792","GCA_001891995_00278","GCA_001901445_04013","GCA_001911775_00943"
"cbpA","","Curved DNA-binding protein","6","6","1","63","6037","","","","551","920","858","GCA_001614485_02164","GCA_001683595_02301","GCA_001891695_01726","GCA_001891995_01952","GCA_001901445_02950","GCA_001911775_02143"
"torT","","Periplasmic protein TorT","6","6","1","63","6049","","","","1028","1028","1028","GCA_001614485_02170","GCA_001683595_02295","GCA_001891695_01732","GCA_001891995_01958","GCA_001901445_02943","GCA_001911775_02149"
"appA_1","","Periplasmic AppA protein","6","6","1","63","6054","","","","1298","1310","1300","GCA_001614485_02182","GCA_001683595_02290","GCA_001891695_03440","GCA_001891995_01971","GCA_001901445_02931","GCA_001911775_02162"
"hyaE","","Hydrogenase-1 operon protein HyaE","6","6","1","63","6059","","","","398","398","398","GCA_001614485_02187","GCA_001683595_02285","GCA_001891695_03435","GCA_001891995_01976","GCA_001901445_02926","GCA_001911775_02167"
"group_1247","","hypothetical protein","6","6","1","63","382","","","","278","278","278","GCA_001614485_02217","GCA_001683595_04112","GCA_001891695_03073","GCA_001891995_00384","GCA_001901445_00628","GCA_001911775_03220"
"mlaB","","putative phospholipid ABC transporter-binding protein MlaB","6","6","1","63","379","","","","293","293","293","GCA_001614485_02220","GCA_001683595_04115","GCA_001891695_03076","GCA_001891995_00387","GCA_001901445_00631","GCA_001911775_03217"
"tabA_2","","Toxin-antitoxin biofilm protein TabA","6","6","1","63","356","","","","464","464","464","GCA_001614485_02244","GCA_001683595_04138","GCA_001891695_03101","GCA_001891995_00411","GCA_001901445_00655","GCA_001911775_03193"
"cysJ_2","","Sulfite reductase [NADPH] flavoprotein alpha-component","6","6","1","63","8140","","","","449","449","449","GCA_001614485_02257","GCA_001683595_03638","GCA_001891695_00398","GCA_001891995_00706","GCA_001901445_00167","GCA_001911775_02478"
"ygdG","","Flap endonuclease Xni","6","6","1","63","8129","","","","845","845","845","GCA_001614485_02265","GCA_001683595_03646","GCA_001891695_00406","GCA_001891995_00698","GCA_001901445_00175","GCA_001911775_02470"
"dmlR_4","","HTH-type transcriptional regulator DmlR","6","6","1","63","1465","","","","899","971","959","GCA_001614485_02287","GCA_001683595_04200","GCA_001891695_00827","GCA_001891995_02682","GCA_001901445_00943","GCA_001911775_03001"
"yhjE_2","","Inner membrane metabolite transport protein YhjE","6","6","1","63","1467","","","","1232","1322","1307","GCA_001614485_02289","GCA_001683595_04202","GCA_001891695_00829","GCA_001891995_02684","GCA_001901445_00945","GCA_001911775_03003"
"group_1256","","hypothetical protein","6","6","1","63","1480","","","","188","188","188","GCA_001614485_02301","GCA_001683595_04214","GCA_001891695_00841","GCA_001891995_02696","GCA_001901445_00958","GCA_001911775_03015"
"yhjV","","Inner membrane transport protein YhjV","6","6","1","63","1487","","","","1271","1271","1271","GCA_001614485_02307","GCA_001683595_04219","GCA_001891695_00848","GCA_001891995_02704","GCA_001901445_00966","GCA_001911775_00575"
"sfaH_1","","S-fimbrial protein subunit SfaH","6","6","1","63","3655","","","","734","902","874","GCA_001614485_02315","GCA_001683595_02751","GCA_001891695_00063","GCA_001891995_03584","GCA_001901445_01758","GCA_001911775_03417"
"pdhR_1","","Pyruvate dehydrogenase complex repressor","6","6","1","63","3649","","","","725","773","733","GCA_001614485_02320","GCA_001683595_02755","GCA_001891695_00069","GCA_001891995_03590","GCA_001901445_01763","GCA_001911775_03422"
"yjiE","","HTH-type transcriptional regulator YjiE","6","6","1","63","3645","","","","911","956","918","GCA_001614485_02323","GCA_001683595_02772","GCA_001891695_00072","GCA_001891995_03593","GCA_001901445_01767","GCA_001911775_03425"
"iadA","","Isoaspartyl dipeptidase","6","6","1","63","3641","","","","1172","1172","1172","GCA_001614485_02324","GCA_001683595_02773","GCA_001891695_00073","GCA_001891995_03594","GCA_001901445_01768","GCA_001911775_03426"
"fldI","","(R)-phenyllactate dehydratase activator","6","6","1","63","3629","","","","767","767","767","GCA_001614485_02331","GCA_001683595_02780","GCA_001891695_00082","GCA_001891995_03601","GCA_001901445_01775","GCA_001911775_03433"
"glyA","","Serine hydroxymethyltransferase","6","6","1","63","4956","","","","1253","1292","1259","GCA_001614485_02359","GCA_001683595_01433","GCA_001891695_01837","GCA_001891995_04723","GCA_001901445_04480","GCA_001911775_00239"
"qseG","","Quorum-sensing regulator protein G","6","6","1","63","4952","","","","689","713","705","GCA_001614485_02363","GCA_001683595_01437","GCA_001891695_01833","GCA_001891995_04727","GCA_001901445_04484","GCA_001911775_00243"
"pdxJ","","Pyridoxine 5'-phosphate synthase","6","6","1","63","4943","","","","731","731","731","GCA_001614485_02372","GCA_001683595_01446","GCA_001891695_01824","GCA_001891995_04736","GCA_001901445_04493","GCA_001911775_00252"
"group_1277","","hypothetical protein","6","6","1","63","4937","","","","479","479","479","GCA_001614485_02378","GCA_001683595_01452","GCA_001891695_01818","GCA_001891995_04742","GCA_001901445_04499","GCA_001911775_00258"
"nadB","","L-aspartate oxidase","6","6","1","63","4933","","","","1622","1661","1628","GCA_001614485_02382","GCA_001683595_01456","GCA_001891695_01814","GCA_001891995_04746","GCA_001901445_04503","GCA_001911775_00262"
"yfiC","","tRNA1(Val) (adenine(37)-N6)-methyltransferase","6","6","1","63","4932","","","","737","737","737","GCA_001614485_02383","GCA_001683595_01457","GCA_001891695_01813","GCA_001891995_04747","GCA_001901445_04504","GCA_001911775_00263"
"eamB","","Cysteine/O-acetylserine efflux protein","6","6","1","63","4929","","","","587","587","587","GCA_001614485_02386","GCA_001683595_01460","GCA_001891695_01810","GCA_001891995_04750","GCA_001901445_04507","GCA_001911775_00266"
"nagZ","","Beta-hexosaminidase","6","6","1","63","1959","","","","1025","1025","1025","GCA_001614485_02407","GCA_001683595_03139","GCA_001891695_01630","GCA_001891995_04287","GCA_001901445_03056","GCA_001911775_01957"
"trpGD","","Bifunctional protein TrpGD","6","6","1","63","7092","","","","605","1595","1430","GCA_001614485_02437","GCA_001683595_03345","GCA_001891695_01496","GCA_001891995_04425","GCA_001901445_03195","GCA_001911775_04179"
"trpC","","Tryptophan biosynthesis protein TrpCF","6","6","1","63","7091","","","","1358","1358","1358","GCA_001614485_02438","GCA_001683595_03344","GCA_001891695_01497","GCA_001891995_04424","GCA_001901445_03194","GCA_001911775_04178"
"trpA","","Tryptophan synthase alpha chain","6","6","1","63","7089","","","","806","806","806","GCA_001614485_02440","GCA_001683595_03342","GCA_001891695_01499","GCA_001891995_04422","GCA_001901445_03192","GCA_001911775_04176"
"group_1286","","hypothetical protein","6","6","1","63","7087","","","","317","500","469","GCA_001614485_02442","GCA_001683595_03340","GCA_001891695_01501","GCA_001891995_04420","GCA_001901445_03190","GCA_001911775_04174"
"group_1287","","hypothetical protein","6","6","1","63","7086","","","","506","506","506","GCA_001614485_02443","GCA_001683595_03339","GCA_001891695_01502","GCA_001891995_04419","GCA_001901445_03189","GCA_001911775_04173"
"group_1288","","hypothetical protein","6","6","1","63","7081","","","","719","734","729","GCA_001614485_02448","GCA_001683595_03334","GCA_001891695_01507","GCA_001891995_04414","GCA_001901445_03184","GCA_001911775_04168"
"group_1289","","hypothetical protein","6","6","1","63","7080","","","","296","392","328","GCA_001614485_02449","GCA_001683595_03333","GCA_001891695_01508","GCA_001891995_04413","GCA_001901445_03183","GCA_001911775_04167"
"group_1290","","putative NTE family protein","6","6","1","63","7061","","","","905","944","937","GCA_001614485_02466","GCA_001683595_03315","GCA_001891695_01525","GCA_001891995_04396","GCA_001901445_03166","GCA_001911775_04148"
